title,authors,isbn13
Ultimate Punishment,Scott Turow,9780312423735
The Physician (Cole Family Trilogy  #1),Noah Gordon,9780751503890
Matters of Choice (Cole Family Trilogy  #3),Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,9780451187260
The Rabbi,Noah Gordon,9780449214541
The Last Jew,Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,9780312300531
The Frequencies,Noah Eli Gordon,9780974016719
Chamán (Familia Cole  #2),Noah Gordon/Elsa Mateo,9788496546424
The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,9780307275691
Ocean Star Express,Mark Haddon/Peter   Sutton,9780006646006
The Damned and the Beautiful: American Youth in the 1920's,Paula S. Fass,9780195024920
This Side of Paradise (Paradise  #1),Steven L. Layne,9781589802544
Trimalchio,F. Scott Fitzgerald/James L.W. West III,9780521890472
Souvenir of Canada 2,Douglas Coupland,9781553650430
Souvenir of Canada,Douglas Coupland,9781550549171
The Illustrated Art of War,Sun Tzu/Samuel B. Griffith,9780195189995
World War 3 Illustrated: Confrontational Comics,Scott   Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones,9781568580395
Master Index: An Illustrated Guide,Time-Life Books,9780809447961
A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,9780345420695
Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,Robert L. O'Connell/John    Batchelor,9780684844077
Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,George Lucas,9780345431103
Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry/Phillip de ste. Croix,9780806127941
The Winter of Our Discontent,John Steinbeck/Susan Shillinglaw,9780143039488
Cannery Row,John Steinbeck,9780142000687
The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck/Elaine Steinbeck/Robert DeMott,9781883011154
Tortilla Flat,John Steinbeck,9780141185118
The Log from the Sea of Cortez,John Steinbeck/Richard Astro,9780141186078
The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/William J.H. Andrewes/William J. H. Andrewes,9780802775931
Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/Neil Armstrong,9780802714626
Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg/Jeanne Clidas,9780516277653
The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,9780964432901
1421: The Year China Discovered America,Gavin Menzies,9780060540944
Dr. Desirable,Kristi Gold,9780373764211
Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick,9780670037605
Before the Mayflower: A History of Black America,Lerone Bennett Jr.,9780874850918
Before The Mayflower A History of Black America,Lerone Bennett Jr.,9780140072143
Shalimar the Clown,Salman Rushdie,9780679783480
Midnight's Children,Salman Rushdie,9780330267144
Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck,9780670886586
Fury,Salman Rushdie,9780099421863
Code Complete,Steve McConnell,9780735619678
Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,9781578660391
How to Stop Worrying and Start Living,Dale Carnegie,9780671035976
How To Enjoy Your Life And Your Job,Dale Carnegie/Dorothy Carnegie,9780671708269
The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie/Stuart R. Levine/Michael A. Crom,9780671519988
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,9780465016907
Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,9780091883768
Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim/Renée Mauborgne,9781591396192
Heart of Darkness,Joseph Conrad,9781892295491
Heart of Darkness and Other Tales,Joseph Conrad/Cedric Watts,9780192801722
Teacher Man (Frank McCourt  #3),Frank McCourt,9780743243780
Angela's Ashes,Frank McCourt,9780007718726
Three Men in a Boat (Three Men  #1),Jerome K. Jerome,9780140621334
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,9780486451107
Three Men in a Boat,Jerome K. Jerome,9780141441214
Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome/Jeremy Lewis,9780140437508
Kafka on the Shore,Haruki Murakami/Philip Gabriel,9781400079278
The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,9780451527349
CliffsNotes on Dostoevsky's The Brothers Karamazov,James Lamar Roberts/Gary Carey,9780764538131
Hungry Planet,Peter Menzel/Faith D'Aluisio,9781580086813
The Very Hungry Caterpillar,Eric Carle,9780399226908
The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood,9780859533300
One Hundred Hungry Ants,Elinor J. Pinczes/Bonnie Mackain,9780395971239
The Hungry Tide,Amitav Ghosh,9780618711666
Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,9780452270831
What Is the What,Dave Eggers,9781932416640
A Heartbreaking Work of Staggering Genius,Dave Eggers,9780375725784
You Shall Know Our Velocity!,Dave Eggers,9781400033546
How We Are Hungry,Dave Eggers,9781400095568
How We Are Hungry: Stories,Dave Eggers,9781932416138
Merry Christmas  Stinky Face,Lisa McCourt/Cyd Moore,9780439635776
Love You Until--,Lisa McCourt/Cyd Moore,9780809166589
Year of Wonders,Geraldine Brooks,9780142001431
The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,Tanya Remer Altmann/American Academy of Pediatrics,9780553804768
Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson,9781416516934
A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon,9780812977363
Slaughterhouse-Five,Kurt Vonnegut Jr.,9780385333849
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,9780791071687
God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,9780743422000
Jailbird,Kurt Vonnegut Jr.,9780385333900
Fates Worse Than Death,Kurt Vonnegut Jr.,9780425134061
The Red Tent,Anita Diamant,9780312353766
Inside the Red Tent,Sandra Hack Polaski,9780827230286
Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,9780826415745
La Jeune fille à la perle,Tracy Chevalier/Marie-Odile Fortier-Masek,9782070417940
Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,9780674023857
Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,9780786918140
Berlin: The Downfall  1945,Antony Beevor,9780670886951
El azul de la virgen,Tracy Chevalier,9788466313599
Saturday,Ian McEwan,9781400076192
I Love Saturdays y domingos,Alma Flor Ada/Elivia Savadier,9780689874093
A Dangerous Fortune,Ken Follett,9780330332651
The Man From St. Petersburg,Ken Follett,9780451208705
Night Over Water,Ken Follett,9780451211477
The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,9780375760945
La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,Marcia Angell,9789580493518
Jackdaws,Ken Follett,9780451219596
Whiteout,Ken Follett/David Tennant,9781405052719
Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,9781421508658
Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,9781421504339
Gunnm Last Order  Tome 01,Yukito Kishiro,9782723439800
Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,9781556432460
My Life in France,Julia Child/Alex Prud'Homme,9781400043460
A Short History of Nearly Everything (Illustrated Edition),Bill Bryson,9780385663557
The Drawing of the Three (The Dark Tower  #2),Stephen King,9780451210852
The Handmaid's Tale,Margaret Atwood/Valerie Martin,9780307264602
The Catcher in the Rye,J.D. Salinger,9780316769174
The Catcher in the Rye - Barron's Book Notes,Barron's,9780812034073
Franny and Zooey,J.D. Salinger,9780316769020
Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger,9780316766944
The Doors of Perception & Heaven and Hell,Aldous Huxley,9780060595180
Brave New World,Aldous Huxley,9780060929879
Island,Aldous Huxley,9780060085490
The Perennial Philosophy,Aldous Huxley,9780060570583
Huxley and God: Essays on Religious Experience,Aldous Huxley/Huston Smith/Jacqueline Hazard Bridgeman,9780824522520
Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley/Michael Horowitz/Cynthia Palmer,9780892817580
Point Counter Point,Aldous Huxley,9781564781314
After Many a Summer Dies the Swan,Aldous Huxley,9781566630184
The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,9780141183787
The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,9780307275554
Arundhati Roy's The God of Small Things: A Reader's Guide,Julie Mullaney,9780826453273
A Separate Peace,John Knowles/David Levithan,9780743253970
Black and Blue,Anna Quindlen,9780385333139
A Virtuous Woman,Kaye Gibbons,9780375703065
Here on Earth,Alice Hoffman,9780425169698
The Heart of a Woman,Maya Angelou,9780375500725
The Deep End of the Ocean (Cappadora Family  #1),Jacquelyn Mitchard,9780140286274
Cane River,Lalita Tademy,9780446678452
Where the Heart Is,Billie Letts,9780446672214
Oprah Winfrey,Katherine E. Krohn,9780822550006
Drowning Ruth,Christina Schwarz,9780345439109
Fall on Your Knees,Ann-Marie MacDonald,9780743466523
What Looks Like Crazy on an Ordinary Day (Idlewild  #1),Pearl Cleage,9780380794874
While I Was Gone,Sue Miller,9780345443281
Mother of Pearl,Melinda Haynes,9780671774677
Breath  Eyes  Memory,Edwidge Danticat,9780375705045
The Book of Ruth,Jane Hamilton,9780385265706
Open House,Elizabeth Berg,9780345435163
The Pilot's Wife,Anita Shreve,9780316601955
Tara Road,Maeve Binchy,9780440235590
A Lesson Before Dying,Ernest J. Gaines,9780375702709
Paradise,Toni Morrison,9780452280397
The Treasure Hunt: A Little Bill Book,Bill Cosby/Varnette P. Honeywood,9780590956185
She's Come Undone,Wally Lamb,9780671021009
We Were the Mulvaneys,Joyce Carol Oates,9780452282827
A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt,9780385720106
Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,9780060194918
The Meanest Thing To Say,Bill Cosby/Varnette P. Honeywood/Varnette Hon Eywood,9780590956161
A Fine Balance,Rohinton Mistry,9781400030651
The Best Way to Play: A Little Bill Book,Bill Cosby/Varnette P. Honeywood/Varnette Honeywood,9780590956178
White Oleander,Janet Fitch,9780316284950
Cry  the Beloved Country,Alan Paton,9780743262170
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,9780060740450
Song of Solomon,Toni Morrison,9780452260115
The Bluest Eye,Toni Morrison,9780452282193
The Poisonwood Bible,Barbara Kingsolver,9780060930530
Vergeef me,Wally Lamb/Inge de Heer,9789022530078
The Crusader: Ronald Reagan and the Fall of Communism,Paul Kengor,9780061136900
Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh D'Souza,9780684848235
Ethan Frome and Summer,Edith Wharton/Elizabeth Strout,9780375757280
Collected Stories  1891-1910,Edith Wharton/Maureen Howard,9781883011932
A Backward Glance,Edith Wharton/Louis Auchincloss,9780684847559
The Best Short Stories of Edith Wharton,Edith Wharton,9781417911837
Complete Works of Oscar Wilde,Oscar Wilde/Merlin Holland,9780007144358
Oscar Wilde,Richard Ellmann,9780394759845
An Ideal Husband,Oscar Wilde,9780486414232
The Picture of Dorian Gray,Oscar Wilde/Jeffrey Eugenides,9780375751516
De Profundis and Other Writings,Oscar Wilde/Hesketh Pearson,9780140430899
Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),Ravi Zacharias,9781590528600
Travels with Charley: In Search of America,John Steinbeck,9780142000700
Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck/Elaine Steinbeck/Robert DeMott,9781883011017
The Pearl,John Steinbeck,9780142000694
The Life and Times of Scrooge McDuck,Don Rosa,9780911903966
The Life and Times of Scrooge McDuck Companion,Don Rosa,9781888472400
The Last Christmas of Ebenezer Scrooge,Marvin Kaye,9781592241330
Uncle Scrooge #359,Don Rosa/Carl Barks/Lars Jensen/Pat McGreal/Carol McGreal/Frank Jonker/Romano Scarpa/Mau Heymans/José Massaroli,9781888472424
A Christmas Story,Jean Shepherd,9780767916226
My First Story of Christmas,Tim Dowley/Roger Langton,9780802417589
The Christmas Story,Jane Werner Watson/Eloise Wilkin,9780307989130
A Christmas Carol,Charles Dickens/P.J. Lynch,9780763631208
The Annotated Christmas Carol,Charles Dickens/Michael Patrick Hearn/John Leech,9780393051582
Charles Dickens' A Christmas Carol,Jane Parker Resnick/Christian Birmingham,9780762408481
Little Dorrit,Charles Dickens/Hablot Knight Browne/David Gates,9780375759147
A Christmas Carol and Other Christmas Writings,Charles Dickens/Michael Slater,9780140439052
The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens,9780684865379
Hard Times,Charles Dickens,9780321107213
The Innocent Man: Murder and Injustice in a Small Town,John Grisham,9780385517232
The Last Juror,John Grisham,9780385339681
The Testament,John Grisham/Jorma-Veikko Sappinen,9780440234746
The Rainmaker,John Grisham,9780385339605
The Partner,John Grisham,9780385339100
The Street Lawyer,John Grisham,9780385339094
The Summons,John Grisham,9780385339599
The Brethren,John Grisham,9780385339674
The King of Torts,John Grisham,9780385339650
Skipping Christmas,John Grisham,9780099481683
The Firm,Robin Waterfield/John Grisham,9780582418271
The Client,John Grisham,9780385339087
A Painted House,John Grisham,9780385337939
The Summons / The Brethren,John Grisham/Michael Beck/Frank  Muller,9780739342770
Dragonfly in Amber (Outlander  #2),Diana Gabaldon,9780385335973
Forever Amber,Kathleen Winsor,9780141009827
Amber Brown Is Green With Envy,Paula Danziger/Tony Ross,9780439071710
Amber Brown Is Not a Crayon,Paula Danziger/Tony Ross,9780142406199
Amber and Ashes (Dragonlance: The Dark Disciple  #1),Margaret Weis,9780786937424
The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,9780747411871
The Dragon's Eye (Dragonology Chronicles  #1),Dugald A. Steer/Douglas Carrel,9780763628109
The Dragon's Eye (Erec Rex  #1),Kaza Kingsley/Melvyn Grant,9780978655563
Dragon's Eye (Stonefort  #1),James A. Hetley,9780441013722
Dragon's Eye,Christopher Stasheff/William R. Forstchen/Nick DiChario/S.N. Lewitt/Bill Fawcett/Mike Resnick/Mickey Zucker Reichert/S.M. Stirling/Diane Duane/Jody Lynn Nye/Roland J. Green/Teresa Patterson/Judith R. Conly,9780671876098
"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",Patricia Thomas/Wallace Tripp,9780688093389
Here I Stand: A Life of Martin Luther,Roland H. Bainton,9780452011465
The Stand: Das letzte Gefecht,Stephen King/Joachim Körber,9783404134113
'Salem's Lot,Stephen King/Jerry N. Uelsmann,9780385516488
Carrie / 'Salem's Lot / The Shining,Stephen King,9780517219027
Orientalism,Edward W. Said,9780141187426
Interpreter of Maladies,Jhumpa Lahiri,9780618101368
The Faiths of the Founding Fathers,David L. Holmes,9780195300925
Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,9780553375930
Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,9780385729369
Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus,9780375823022
Nineteen Eighty-Four,George Orwell/Thomas Pynchon,9780452284234
Animal Farm / 1984,George Orwell/Christopher Hitchens,9780151010264
1984,George Orwell/Erich Fromm,9780451516756
Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens,9780060776091
Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,9780060535261
Brave New World Revisited,Aldous Huxley,9780060898526
Andrew Carnegie,David Nasaw,9781594201042
The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,9780375413315
Children of the Alley,Naguib Mahfouz/Peter Theroux,9780385264730
Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,9780385499095
Adrift on the Nile,Naguib Mahfouz/Frances Liardet,9780385423335
Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,9780385264761
The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,9780385423359
The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,9780385499224
Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,9780140369267
Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,9780671662349
The Diary of Anne Frank,Frances Goodrich/Albert Hackett/Wendy Kesselman,9780822217183
Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry,9780380732548
